"state","state_abb","county","stcty","FIPS","year","crsi_NaturalEnvironment","IMPACTS_drought","IMPACTS_extremeheat","IMPACTS_flooding","IMPACTS_precipitation","IMPACTS_sealevelrise","IMPACTS_stormsurge","IMPACTS_airqualityoutdoor","IMPACTS_airtemperature","IMPACTS_erosion","IMPACTS_seasonalshift","IMPACTS_vectors","IMPACTS_oceanacidification","IMPACTS_watertemperature","IMPACTS_NA","IMPACTS_extremestormevent","IMPACTS_wind","IMPACTS_ecosystems","IMPACTS_saltwaterintrusion","IMPACTS_extremecold","IMPACTS_airqualityindoor","IMPACTS_","IMPACTS_ecosystemsnaturalresources","IMPACTS_floodingprecipitation","IMPACTS_wildfires","IMPACTS_wildfire","FEATURE_ecosystemsnaturalresources","FEATURE_governmentfloodzonemapping","FEATURE_infrastructurebuilt","FEATURE_infrastructurecommunication","FEATURE_responseemergencydisasterpreparednessmitigation","FEATURE_socialoutreachcommunicationeducation","FEATURE_economiccostbenefitanalysis","FEATURE_economicecosystemservices","FEATURE_governmentbylawsordinancescodes","FEATURE_infrastructuretransportation","FEATURE_socialfoodsecurity","FEATURE_socialpublichealth","FEATURE_infrastructuredrinkingwater","FEATURE_responsedamsafety","FEATURE_socialculturalhistoricalresources","FEATURE_economicresilience","FEATURE_ecosystemscoastalprotection","FEATURE_governmentdownscaleclimatemodeling","FEATURE_infrastructureenergy","FEATURE_socialenvironmentaljustice","FEATURE_socialhousing","FEATURE_socialvulnerablepopulations","FEATURE_infrastructurestormwater","FEATURE_governmentlanduseregulations","FEATURE_infrastructurecoastal","FEATURE_infrastructurewastewater","FEATURE_ecosystemsagricultureforestry","FEATURE_governmentgreenhousegasmitigation","FEATURE_responsedebrismanagement","FEATURE_infrastructuregreen","FEATURE_ecosystemsriverine","FEATURE_socialvulnerablepopulation","PLAN_TYPE_vulnerabilityassessment","PLAN_TYPE_resilienceplan","PLAN_TYPE_femahazardmultihazardmitigationplans","PLAN_TYPE_harbormanagementplan","PLAN_TYPE_adaptationplan","PLAN_TYPE_municipalmasterorcomprehensiveplan","PLAN_TYPE_capitalimprovementsplan","PLAN_TYPE_coastalplan","PLAN_TYPE_casestudy","PLAN_TYPE_climateactionplan","PLAN_TYPE_webpage","PLAN_TYPE_presentation","PLAN_TYPE_measurementandevaluation","PLAN_TYPE_NA","PLAN_TYPE_landuseplanning","PLAN_TYPE_stormwaterplan","PLAN_TYPE_openspaceplan","PLAN_TYPE_zoningordinance","PLAN_TYPE_economicdevelopmentplanorstrategy","PLAN_TYPE_disasterrecoveryplan","PLAN_TYPE_femahazardmultihazardmitigation","PLAN_TYPE_evacuationplan","PLAN_TYPE_climatemitigationdocument","PLAN_TYPE_watershedmanagementplan","PLAN_TYPE_emergencyresponseplan","PLAN_TYPE_historicpreservationplan","PLAN_TYPE_floodplainmanagementplan","PLAN_TYPE_femahazardmitigationplan","PLAN_TYPE_stormwatermanagementplan","PLAN_TYPE_measurementandevaulation","PLAN_TYPE_coastalplanorcoastalelementinotherplan","COMMUNITY_town","COMMUNITY_organization","COMMUNITY_state","COMMUNITY_watershed","COMMUNITY_tribe","total_policy","SPL_THEMES","RPL_THEMES","SPL_THEME1","RPL_THEME1","SPL_THEME2","RPL_THEME2","SPL_THEME3","RPL_THEME3","SPL_THEME4","RPL_THEME4","EP_POV150","EPL_POV150","EP_UNEMP","EPL_UNEMP","E_TOTPOP","M_HBURD","M_NOHSDP","M_MINRTY","E_MINRTY","M_SNGPNT","M_MOBILE","E_LIMENG","M_LIMENG","STATE","COUNTY","PC1_imp","PC2_imp","PC3_imp","PC4_imp","PC1_fea","PC2_fea","PC3_fea","PC4_fea","PC1_plan","PC2_plan","PC3_plan","PC4_plan","PC5_plan","M_HBURD_POP","M_NOHSDP_POP","M_MINRTY_POP","M_SNGPNT_POP","M_MOBILE_POP","M_LIMENG_POP","first_treat","id","vulnerability"
"Maine","ME","Lincoln","ME_LINCOLN","23015",2020,0.548,3,5,17,12,37,31,5,10,7,4,7,4,7,2,6,2,3,2,3,2,0,1,0,0,1,13,32,27,1,25,5,5,5,3,38,2,3,6,1,4,12,10,4,7,4,3,2,5,4,5,6,6,10,1,2,2,2,40,1,1,0,2,2,0,1,3,3,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,22,0,0,60,6.0773,0.204,1.9385,0.3113,2.0576,0.2362,0.1066,0.1066,1.9746,0.2393,18.9,0.2673,3.9,0.2861,34415,411,280,302,1832,172,298,108,94,"Maine","Lincoln",6.64498345767549,-4.7297190227696,-0.650719345749616,-3.30672028500563,7.27195485741542,4.46110928053061,1.69921609131026,0.934607868056845,23.2107139162055,28.6566969163444,10.6366757415986,-3.96246563803166,-0.611481803116153,0.0119424669475519,0.00813598721487723,0.00877524335318902,0.0049978207177103,0.00865901496440506,0.00273136713642307,2010,31,0.204
"Maine","ME","Lincoln","ME_LINCOLN","23015",2022,0.548,4,6,20,15,42,33,6,13,10,5,7,7,9,2,11,3,8,2,3,2,0,1,0,0,2,18,33,30,3,27,9,6,7,7,41,3,7,8,2,6,16,12,5,10,5,6,2,7,7,5,8,10,12,1,2,5,2,40,1,1,0,2,4,0,1,4,3,1,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,26,0,0,66,5.3048,0.1094,1.5717,0.2065,1.8546,0.132,0.1457,0.1457,1.7328,0.1578,16.5,0.1861,3.3,0.2208,35466,409,261,328,2463,111,271,91,101,"Maine","Lincoln",9.17195245857053,-5.78623781136067,-0.826064179776418,-4.25843661236764,10.2668388658701,4.42542732394199,2.74380764670874,0.454846310235305,23.7805733941951,29.1177145499039,10.4967055000374,-3.42469587000751,-1.23860304070233,0.011532171657362,0.00735916088648283,0.00924829414086731,0.00312975807815936,0.00764112107370439,0.0028477978909378,2010,31,0.1094
"Maine","ME","Oxford","ME_OXFORD","23017",2000,0.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2881,0.8234,NA,NA,NA,NA,NA,NA,NA,NA,6353,0.7883,1438,0.6902,54755,2626,6693,1373,1899,1846,4009,66968,200,"Maine","Oxford",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0479590904940188,0.122235412291115,0.0250753355857913,0.0337138160898548,0.0732170578029404,0.00365263446260615,2010,32,NA
"Maine","ME","Oxford","ME_OXFORD","23017",2010,0.388,0,0,0,2,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5.503,0.3801,NA,NA,NA,NA,NA,NA,NA,NA,7499,0.4102,0.09789335,0.7966,57867,103,411,2249,245,2604,342,228,427,"Maine","Oxford",-1.51645734198147,-0.201497878469227,-0.223865775299062,0.427895702742873,-2.28881837675662,-0.256263419479435,-0.0968967822756334,-0.107967128048903,-1.60491712683942,1.12564973530048,0.889347809298628,-0.666885258589735,0.394956589713654,0.00177994366391899,0.00710249364923013,0.0388649834966388,0.0449997407849033,0.00591010420446887,0.00737898975236318,2010,32,NA
"Maine","ME","Oxford","ME_OXFORD","23017",2014,0.388,0,0,2,2,6,2,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,1,2,0,0,2,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,6.7249,0.3664,2.0672,0.5269,1.9089,0.4132,0.2725,0.0891,2.4763,0.4655,28.8,0.3284,10,0.6804,57517,653,442,50,2322,217.3,345,98,86.5,"Maine","Oxford",-1.29170376044562,-0.301290456699213,-0.378301963436234,0.249819329708577,-1.67760354700782,0.449760036597028,0.179005807492804,-0.500272999080454,-0.503121735430337,1.978535213529,0.262507823800142,-0.867469725220127,-0.177458215842928,0.0113531651511727,0.00768468452805258,0.000869308204530834,0.00377801345689101,0.00599822661126276,0.00150390319383834,2010,32,0.3664
"Maine","ME","Oxford","ME_OXFORD","23017",2016,0.388,1,1,4,5,8,3,1,3,2,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,5,0,3,0,5,2,2,1,0,3,0,1,1,0,0,2,3,1,2,0,0,0,1,1,0,1,1,4,0,0,0,0,6,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,6.8975,0.3913,2.0401,0.5244,2.0618,0.5358,0.2891,0.1009,2.5065,0.4881,29,0.5807,7.4,0.5813,57299,567,455,38,2452,265.2,327,113,86.6,"Maine","Oxford",-0.0745789526460397,-1.95797077319255,-0.252988828717138,-2.15535209734694,-0.924390346188136,0.614768893628863,0.78744690347232,-0.332478850539653,1.57413590856944,4.21108204308471,0.840791938193439,-0.741233199512114,-0.229959219400469,0.00989546065376359,0.007940801759193,0.000663187839229306,0.00462835302535821,0.00570690587968376,0.00151137018098047,2010,32,0.3913
"Maine","ME","Oxford","ME_OXFORD","23017",2018,0.388,1,1,5,5,9,4,1,3,2,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,6,0,4,0,6,2,2,1,1,3,1,1,2,0,1,3,4,1,2,0,0,0,1,2,0,1,1,4,0,0,0,0,6,0,0,0,0,0,0,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,6.7399,0.3726,2.0999,0.5417,2.0357,0.5126,0.2461,0.0933,2.3582,0.4145,883,0.5472,6,0.5854,57325,226,373,13,2611,231,341,107,86.3,"Maine","Oxford",-0.00749437647248612,-1.98820652556906,-0.30376179434399,-2.2004518319133,-0.474855657655237,0.758869238248543,0.933570748363678,-0.221890534741312,1.66979051555021,4.35152422533626,0.807046864048461,-0.792051125116691,-0.505077869810962,0.0039424334932403,0.00650675970344527,0.000226777147841256,0.00402965547317924,0.00594853903183602,0.00150545137374618,2010,32,0.3726
"Maine","ME","Oxford","ME_OXFORD","23017",2020,0.388,3,5,10,10,15,10,5,10,6,4,7,4,7,2,5,2,3,1,3,2,0,1,0,0,1,13,0,11,1,9,5,4,5,3,8,2,3,5,1,4,10,10,4,6,4,3,2,3,4,4,3,6,10,1,2,2,2,8,0,1,0,1,0,0,1,2,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,6.8867,0.3173,2.7845,0.5894,1.7797,0.1104,0.1127,0.1127,2.2098,0.3386,24.7,0.5452,6.1,0.7151,57741,522,449,253,3104,161,374,70,96,"Maine","Oxford",5.11278186749528,-3.73728836316455,0.541457810207748,-2.73522613104208,4.19777108538767,1.69831260389145,2.3562313884357,-1.09928638773332,3.69871856462685,6.10453054247741,1.13406228048127,-0.281410156873218,-2.5636022844309,0.00904036992778095,0.00777610363519856,0.00438163523319652,0.00278831333021596,0.00647719990994268,0.00166259676832753,2010,32,0.3173
"Maine","ME","Oxford","ME_OXFORD","23017",2022,0.388,4,6,13,11,18,11,6,12,8,5,7,5,7,2,8,3,7,1,3,2,0,1,0,0,2,17,1,13,2,10,8,5,6,6,10,3,6,7,1,5,13,12,5,9,5,5,2,4,6,4,4,9,12,1,2,4,2,8,0,1,0,1,1,0,1,3,3,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,27,7.0154,0.3452,2.9328,0.6465,1.7352,0.0942,0.1276,0.1276,2.2198,0.3595,24.8,0.5807,5.5,0.6583,58276,458,611,322,3820,187,389,53,95,"Maine","Oxford",6.73421505291894,-3.85482138587221,0.678622572589655,-3.19528176740772,6.39269254705321,1.83026916145074,3.30483967355136,-1.39713882735977,4.17905046806434,6.52617099702779,0.956262794259378,0.0219230365262499,-3.04040550824747,0.00785915299608758,0.0104845905690164,0.00552543070903974,0.00320886814469078,0.00667513212986478,0.00163017365639371,2010,32,0.3452
"Maine","ME","Penobscot","ME_PENOBSCOT","23019",2000,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5234,0.8177,NA,NA,NA,NA,NA,NA,NA,NA,18956,0.6774,4176,0.773,144919,3123,13660,5357,1140,4934,9239,76334,576,"Maine","Penobscot",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0215499692931914,0.0942595518876062,0.036965477266611,0.0340466053450548,0.063752855043162,0.00397463410594884,2010,33,NA
"Maine","ME","Penobscot","ME_PENOBSCOT","23019",2010,0.39,0,0,0,2,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3.192,0.5757,NA,NA,NA,NA,NA,NA,NA,NA,22771,0.5626,0.06347798,0.3692,152934,131,595,8223,1787,6097,387,480,350,"Maine","Penobscot",-1.51645734198147,-0.201497878469227,-0.223865775299062,0.427895702742873,-2.28881837675662,-0.256263419479435,-0.0968967822756334,-0.107967128048903,-1.60491712683942,1.12564973530048,0.889347809298628,-0.666885258589735,0.394956589713654,0.000856578654844574,0.00389056717276734,0.0537682922044804,0.0398668706762394,0.00253050335438817,0.00228856892515726,2010,33,NA
"Maine","ME","Penobscot","ME_PENOBSCOT","23019",2014,0.39,0,0,2,2,6,2,0,1,1,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,8,2,0,0,2,0,0,1,0,0,0,3,0,1,0,0,0,7,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,14,6.9303,0.4011,1.6453,0.3967,1.631,0.2251,0.433,0.1777,3.2209,0.8504,16.3,0.1215,8,0.4562,153627,1117,732,121,8676,453.3,432,368,151.3,"Maine","Penobscot",-0.680692845829311,-0.618078211357595,0.999544925771125,0.665792022439571,-1.24356627805569,0.345656610780329,-0.0335110330097585,-0.0432748045166854,1.38334946923567,1.48622426482581,-1.69166236004718,3.22396762026669,0.321882009393481,0.00727085733627552,0.00476478743970786,0.000787621967492693,0.00295065320549122,0.00281200570212267,0.000984852922988798,2010,33,0.4011
"Maine","ME","Penobscot","ME_PENOBSCOT","23019",2016,0.39,1,1,4,5,8,3,1,3,2,1,1,1,2,8,1,0,0,0,0,0,0,1,0,0,0,5,0,3,0,5,9,2,1,0,3,0,1,1,0,0,2,3,1,2,0,0,0,8,1,0,1,1,4,0,0,0,0,6,0,0,0,0,0,0,1,2,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,19,7.1267,0.4384,1.7685,0.4362,1.7752,0.3098,0.3725,0.1391,3.2104,0.8497,15.2,0.2711,7.3,0.5699,152978,1269,645,69,8896,491.2,485,268,151.4,"Maine","Penobscot",0.536431961970273,-2.27475852785093,1.12485806049022,-1.73937940461594,-0.490353077235999,0.510665467812164,0.574930062969757,0.124519344024115,3.46060711323544,3.71877109438152,-1.11337824565389,3.3502041459747,0.269381005835941,0.00829531043679483,0.00421629253879643,0.000451045248336362,0.00321091921714233,0.00317039051366863,0.000989684791277177,2010,33,0.4384
"Maine","ME","Penobscot","ME_PENOBSCOT","23019",2018,0.39,1,1,6,5,10,5,1,3,2,1,1,1,2,8,2,0,0,0,0,0,0,1,0,0,0,6,1,5,0,6,9,2,1,2,3,1,1,2,0,1,3,5,1,2,0,0,0,8,2,0,1,1,4,0,0,0,0,7,0,0,0,0,0,0,1,2,1,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,21,7.1651,0.4532,1.7066,0.4191,1.8969,0.4034,0.3381,0.1385,3.2235,0.8612,22.3,0.429,5.5,0.5006,151748,1057,632,91,9255,509.8,466,316,122.5,"Maine","Penobscot",0.718840243488451,-2.30095718636617,1.01553316973339,-1.82373589006907,0.0772114118754055,0.811246606016034,0.649242877194655,0.231539447230289,4.12696410376226,4.58002487091079,-0.850057867245755,3.16357402102257,0.0446901317461263,0.00696549542662836,0.00416479953607296,0.000599678414213037,0.00335951709412974,0.00307088067058544,0.00080725940374832,2010,33,0.4532
"Maine","ME","Penobscot","ME_PENOBSCOT","23019",2020,0.39,3,5,11,10,16,11,5,10,6,4,7,4,7,9,6,2,3,1,3,2,0,1,0,0,1,13,1,12,1,9,12,4,5,4,8,2,3,5,1,4,10,11,4,6,4,3,2,10,4,4,3,6,10,1,2,2,2,9,0,1,0,1,0,0,1,2,3,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,22,0,0,30,7.4707,0.4249,2.3004,0.4287,1.791,0.1149,0.1852,0.1852,3.1941,0.8539,23,0.4672,4.6,0.4386,151696,988,687,534,10018,402,560,303,125,"Maine","Penobscot",5.83911648745622,-4.05003902396165,1.86075277428513,-2.35851018919785,4.74983815491831,1.75068997165894,2.07190351726668,-0.64585640576172,6.1558921528389,6.33303118805195,-0.523042450812944,3.67421498926604,-2.01383428287381,0.00651302605210421,0.0045287944309672,0.00352019829131948,0.00265003691593714,0.00369159371374328,0.000824016453960553,2010,33,0.4249
"Maine","ME","Penobscot","ME_PENOBSCOT","23019",2022,0.39,4,6,14,11,19,12,6,12,7,5,7,5,7,9,9,3,6,1,3,2,0,1,0,0,2,16,1,13,1,9,14,4,5,6,9,3,5,6,1,4,12,13,5,8,5,4,2,11,5,4,4,8,12,1,2,3,2,9,0,1,0,1,0,0,1,3,3,8,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,26,0,0,34,7.5332,0.4416,2.209,0.398,1.8685,0.1365,0.1928,0.1928,3.2629,0.8699,21.9,0.4435,4.3,0.4038,152640,947,596,497,11818,434,572,387,145,"Maine","Penobscot",7.29462091551432,-4.16964875149884,1.99463771515851,-2.73977135361739,6.07901444497042,1.79147770925211,2.72146606144357,-0.712428843866576,6.54669648172435,6.71529446359318,-0.738671181695508,3.74311160804082,-2.34031949292076,0.00620414046121593,0.00390461215932914,0.00325602725366876,0.00284329140461216,0.00374737945492662,0.000949947589098532,2010,33,0.4416
"Maine","ME","Piscataquis","ME_PISCATAQUIS","23021",2000,0.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7547,0.8234,NA,NA,NA,NA,NA,NA,NA,NA,2522,0.8198,634,0.7795,17235,3111,2413,421,1140,632,1072,77816,44,"Maine","Piscataquis",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.180504786771105,0.140005802146794,0.0244270380040615,0.0366695677400638,0.062199013635045,0.00255294458949811,0,34,NA
"Maine","ME","Piscataquis","ME_PISCATAQUIS","23021",2010,0.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5785,0.2264,NA,NA,NA,NA,NA,NA,NA,NA,2834,0.6008,0.06316045,0.3647,17555,112,189,642,20177,666,163,7,499,"Maine","Piscataquis",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00637994873255483,0.0107661634861863,0.0365707775562518,0.0379379094275135,0.00928510395898604,0.0284249501566505,0,34,NA
"Maine","ME","Piscataquis","ME_PISCATAQUIS","23021",2014,0.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2159,0.4502,2.3069,0.6071,2.5088,0.8427,0.2833,0.0949,2.1168,0.3015,525,0.4819,10.3,0.7077,17271,131,179,13,703,105.2,133,31,57.1,"Maine","Piscataquis",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00758496902321811,0.0103641943141683,0.000752706849632332,0.00609113542933241,0.0077007700770077,0.00330612008569278,0,34,0.4502
"Maine","ME","Piscataquis","ME_PISCATAQUIS","23021",2016,0.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3085,0.4706,2.5925,0.6931,2.6574,0.9035,0.1818,0.0497,1.8768,0.2018,21.8,0.5472,10,0.8475,17044,458,188,25,760,119.6,155,8,60.6,"Maine","Piscataquis",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0268716263787843,0.0110302745834311,0.00146679183290307,0.00701713212860831,0.00909410936399906,0.00355550340295705,0,34,0.4706
"Maine","ME","Piscataquis","ME_PISCATAQUIS","23021",2018,0.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.363,0.4898,2.563,0.6838,2.5135,0.8535,0.1805,0.0618,2.106,0.297,28.8,0.4796,7.7,0.8051,16887,226,144,20,805,116,163,21,69.5,"Maine","Piscataquis",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0133830757387339,0.0085272694972464,0.00118434298572867,0.00686918931722627,0.00965239533368864,0.00411559187540712,0,34,0.4898
"Maine","ME","Piscataquis","ME_PISCATAQUIS","23021",2020,0.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9086,0.493,3.14,0.7113,2.3819,0.4405,0.1359,0.1359,2.2508,0.3647,28.8,0.7215,5.5,0.6143,16864,226,172,181,977,103,163,19,73,"Maine","Piscataquis",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0134013282732448,0.0101992409867173,0.0107329222011385,0.00610768500948767,0.00966555977229602,0.00432874762808349,0,34,0.493
"Maine","ME","Piscataquis","ME_PISCATAQUIS","23021",2022,0.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7723,0.4804,2.7267,0.5749,2.3929,0.4524,0.1654,0.1654,2.4873,0.4963,24.7,0.5762,4.9,0.5393,16936,253,182,69,1216,99,192,23,69,"Maine","Piscataquis",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0149385923476618,0.0107463391591875,0.00407416154936231,0.00584553613604157,0.0113367973547473,0.00407416154936231,0,34,0.4804
"Maine","ME","Sagadahoc","ME_SAGADAHOC","23023",2000,0.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3263,0.7456,NA,NA,NA,NA,NA,NA,NA,NA,3014,0.7288,604,0.7795,35214,135,2870,1359,1140,1271,1672,75280,158,"Maine","Sagadahoc",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00383370250468564,0.0815016754699835,0.0385926052138354,0.036093599136707,0.0474811154654399,0.00448685182029874,2010,35,NA
